amendment_number,document_id,target_element,authors,diff_type,diff_summary,justification,themes_ai,themes_regex
504,ITRE-AM-746921,Annex III – Part I – point 17,Matteo Gazzini; Paolo Borchia; Isabella Tovaglieri; Elena Lizzi; Matteo Adinolfi,modification,"ADDED: 'Security Gateways,'",,scope_and_product_coverage; conformity_assessment_and_third_party_verification,conformity_assessment_and_third_party_verification
505,ITRE-AM-746921,Annex III – Part I – point 17,Jens Geier; René Repasi,modification,CHANGED: 'systemsnot covered by class II;' -> 'systems;',,scope_and_product_coverage; conformity_assessment_and_third_party_verification,conformity_assessment_and_third_party_verification
506,ITRE-AM-746921,Annex III – Part I – point 18,Ignazio Corrao,deletion,"DELETED: 18.Routers, modems intended for the connection to the internet, and switches, not covered by class II;",,scope_and_product_coverage; conformity_assessment_and_third_party_verification,conformity_assessment_and_third_party_verification
507,ITRE-AM-746921,Annex III – Part I – point 18,Bart Groothuis,deletion,"DELETED: 18.Routers, modems intended for the connection to the internet, and switches, not covered by class II;","To alleviate concerns that no standards or sufficient capacity for third-party conformity assessments will be in place by the time of adoption, the scope of this Annex is narrowed down, also with the ",scope_and_product_coverage; conformity_assessment_and_third_party_verification,scope_and_product_coverage; conformity_assessment_and_third_party_verification
508,ITRE-AM-746921,Annex III – Part I – point 18,Matteo Gazzini; Paolo Borchia; Isabella Tovaglieri; Elena Lizzi; Matteo Adinolfi,modification,"CHANGED: 'internet,andswitches,' -> 'internet, switches, and other network nodes that are necessary for the provision of the connectivity service,'",,scope_and_product_coverage; conformity_assessment_and_third_party_verification,conformity_assessment_and_third_party_verification
509,ITRE-AM-746921,Annex III – Part I – point 18,Jens Geier; René Repasi,modification,"CHANGED: 'switches, not covered by class II;' -> 'switches;'",,scope_and_product_coverage; conformity_assessment_and_third_party_verification,conformity_assessment_and_third_party_verification
510,ITRE-AM-746921,Annex III – Part I – point 19,Bart Groothuis,deletion,DELETED: 19.Microprocessors not covered by class II;,"To alleviate concerns that no standards or sufficient capacity for third-party conformity assessments will be in place by the time of adoption, the scope of this Annex is narrowed down, also with the ",scope_and_product_coverage; conformity_assessment_and_third_party_verification,scope_and_product_coverage; conformity_assessment_and_third_party_verification
511,ITRE-AM-746921,Annex III – Part I – point 19,Jens Geier; René Repasi,modification,CHANGED: 'Microprocessorsnot covered by class II;' -> 'Microprocessors;',,scope_and_product_coverage; conformity_assessment_and_third_party_verification,conformity_assessment_and_third_party_verification
512,ITRE-AM-746921,Annex III – Part I – point 20,Bart Groothuis,deletion,DELETED: 20.Microcontrollers;,"To alleviate concerns that no standards or sufficient capacity for third-party conformity assessments will be in place by the time of adoption, the scope of this Annex is narrowed down, also with the ",scope_and_product_coverage; conformity_assessment_and_third_party_verification,scope_and_product_coverage; conformity_assessment_and_third_party_verification
513,ITRE-AM-746921,Annex III – Part I – point 22,Jens Geier; René Repasi,modification,"CHANGED: '(IACS)not covered by class II,' -> '(IACS),'",,scope_and_product_coverage; conformity_assessment_and_third_party_verification,conformity_assessment_and_third_party_verification
514,ITRE-AM-746921,Annex III – Part I – point 23,Ignazio Corrao,modification,CHANGED: 'Industrial Internet' -> 'Industrialproducts with digital elements that can be referred as part ofInternet',,scope_and_product_coverage,conformity_assessment_and_third_party_verification
515,ITRE-AM-746921,Annex III – Part I – point 23,Jens Geier; René Repasi,modification,CHANGED: 'Thingsnot covered by class II.' -> 'Things.',,scope_and_product_coverage; conformity_assessment_and_third_party_verification,conformity_assessment_and_third_party_verification
516,ITRE-AM-746921,Annex III – Part I – point 23 a (new),Matteo Gazzini; Paolo Borchia; Isabella Tovaglieri; Elena Lizzi; Matteo Adinolfi,insertion,"NEW: 23a.Authentication, Authorisation and Accounting (AAA) platforms.",,scope_and_product_coverage,
517,ITRE-AM-746921,Annex III – Part I – point 23 a (new),Jens Geier; René Repasi,insertion,"NEW: 23a.Operating systems for servers, desktops, and mobile devices;",,scope_and_product_coverage,
518,ITRE-AM-746921,Annex III – Part I – point 23 b (new),Jens Geier; René Repasi,insertion,NEW: 23b.Hypervisors and container runtime systems that support virtualised execution of operating systems and similar environments;,,scope_and_product_coverage,
519,ITRE-AM-746921,Annex III – Part I – point 23 c (new),Jens Geier; René Repasi,insertion,NEW: 23c.Public key infrastructure and digital certificate issuers;,,scope_and_product_coverage,
520,ITRE-AM-746921,Annex III – Part I – point 23 d (new),Jens Geier; René Repasi,insertion,NEW: 23d.Secure elements;,,scope_and_product_coverage,
521,ITRE-AM-746921,Annex III – Part I – point 23 e (new),Jens Geier; René Repasi,insertion,NEW: 23e.Hardware Security Modules (HSMs);,,scope_and_product_coverage,
522,ITRE-AM-746921,Annex III – Part I – point 23 f (new),Jens Geier; René Repasi,insertion,NEW: 23f.Secure crypto processors;,,scope_and_product_coverage,
523,ITRE-AM-746921,Annex III – Part I – point 23 g (new),Jens Geier; René Repasi,insertion,"NEW: 23g.Smartcards, smartcard readers and tokens;",,scope_and_product_coverage,
524,ITRE-AM-746921,Annex III – Part I – point 23 h (new),Jens Geier; René Repasi,insertion,NEW: 23h.Industrial Internet of Things devices intended for the use by essential entities of the type referred to in [Annex I to the Directive XXX/XXXX (NIS2)];,,scope_and_product_coverage; interface_with_sectoral_legislation,interface_with_sectoral_legislation
525,ITRE-AM-746921,Annex III – Part I – point 23 i (new),Jens Geier; René Repasi,insertion,NEW: 23i.Robot sensing and actuator components and robot controllers;,,scope_and_product_coverage,
526,ITRE-AM-746921,Annex III – Part I – point 23 j (new),Jens Geier; René Repasi,insertion,NEW: 23j.Smart meters;,,scope_and_product_coverage,
527,ITRE-AM-746921,Annex III – Part I – point 23 k (new),Jens Geier; René Repasi,insertion,"NEW: 23k.26.Smart home products, including smart home servers and virtual assistants;",,scope_and_product_coverage,
528,ITRE-AM-746921,Annex III – Part I – point 23 l (new),Jens Geier; René Repasi,insertion,"NEW: 23l.Smart security devices, including smart door locks, cameras and alarm systems;",,scope_and_product_coverage,
529,ITRE-AM-746921,Annex III – Part I – point 23 m (new),Jens Geier; René Repasi,insertion,NEW: 23m.Smart toys and similar devices likely to interact with children;,,scope_and_product_coverage,
530,ITRE-AM-746921,Annex III – Part I – point 23 n (new),Jens Geier; René Repasi,insertion,NEW: 23n.Personal health appliances and wearables.,,scope_and_product_coverage,
531,ITRE-AM-746921,Annex III – Part II,Jens Geier; René Repasi,deletion,DELETED: 15. Smart meters.,,scope_and_product_coverage,
532,ITRE-AM-746921,Annex III – Part II – point 1,Bart Groothuis,deletion,"DELETED: 1.Operating systems for servers, desktops, and mobile devices;",,scope_and_product_coverage,
533,ITRE-AM-746921,Annex III – Part II – point 4,Matteo Gazzini; Paolo Borchia; Isabella Tovaglieri; Elena Lizzi; Matteo Adinolfi,modification,"ADDED: 'Security Gateways,'",,scope_and_product_coverage,
534,ITRE-AM-746921,Annex III – Part II – point 4,Ignazio Corrao,modification,"ADDED: 'security gateways,'",,scope_and_product_coverage,
535,ITRE-AM-746921,Annex III – Part II – point 5,Bart Groothuis,deletion,DELETED: 5.General purpose microprocessors;,"To alleviate concerns that no standards or sufficient capacity for third-party conformity assessments will be in place by the time of adoption, the scope of this Annex is narrowed down, also with the ",scope_and_product_coverage; conformity_assessment_and_third_party_verification,scope_and_product_coverage; conformity_assessment_and_third_party_verification
536,ITRE-AM-746921,Annex III – Part II – point 6,Bart Groothuis,deletion,DELETED: 6.Microprocessors intended for integration in programmable logic controllers and secure elements;,"To alleviate concerns that no standards or sufficient capacity for third-party conformity assessments will be in place by the time of adoption, the scope of this Annex is narrowed down, also with the ",conformity_assessment_and_third_party_verification; scope_and_product_coverage,scope_and_product_coverage; conformity_assessment_and_third_party_verification
537,ITRE-AM-746921,Annex III – Part II – point 7,Matteo Gazzini; Paolo Borchia; Isabella Tovaglieri; Elena Lizzi; Matteo Adinolfi,modification,"CHANGED: 'internet,andswitches,' -> 'internet, switches, and other network nodes that are necessary for the provision of the connectivity service,'",,scope_and_product_coverage,
538,ITRE-AM-746921,Annex III – Part II – point 7,Ignazio Corrao,modification,"CHANGED: 'internet,andswitches,intended' -> 'internet, switches,and other network nodes that are necessary' | CHANGED: 'industrial use;' -> 'the provision of the connectivity service;'",,scope_and_product_coverage,
539,ITRE-AM-746921,Annex III – Part II – point 11,Matteo Gazzini; Paolo Borchia; Isabella Tovaglieri; Elena Lizzi; Matteo Adinolfi,modification,"CHANGED: 'readers and' -> 'readers, biometric readers,and'",,scope_and_product_coverage,
540,ITRE-AM-746921,Annex III – Part II – point 15 a (new),Ignazio Corrao,insertion,"NEW: 15a.Smart home products, including smart home servers and virtual assistants;",,scope_and_product_coverage,
541,ITRE-AM-746921,Annex III – Part II – point 15 b (new),Ignazio Corrao,insertion,"NEW: 15b.Smart security devices, including smart door locks, cameras and alarm systems;",,scope_and_product_coverage,
542,ITRE-AM-746921,Annex III – Part II – point 15 c (new),Ignazio Corrao,insertion,NEW: 15c.Smart toys and similar devices likely to interact with children;,,scope_and_product_coverage,
543,ITRE-AM-746921,Annex III – Part II – point 15 d (new),Ignazio Corrao,insertion,NEW: 15d.Personal health appliances and wearables.,,scope_and_product_coverage,
544,ITRE-AM-746921,Annex V – paragraph 1 – point 2 – point a,Evžen Tošenovský,deletion,"DELETED: (a)complete information on the design and development of the product with digital elements, including, where applicable, drawings and schemes and/or a description of the system architecture explaining how software components build on or feed into each other and integrate into the overall processing;",,supply_chain_security_obligations; conformity_assessment_and_third_party_verification,scope_and_product_coverage
545,ITRE-AM-746921,Annex V – paragraph 1 – point 2 – point b,Evžen Tošenovský,modification,"CHANGED: 'manufacturer, including the software bill of materials, thecoordinated' -> 'manufacturerthe manufacturer’scoordinated'",,vulnerability_disclosure_and_incident_reporting; supply_chain_security_obligations,essential_cybersecurity_requirements; vulnerability_disclosure_and_incident_reporting; supply_chain_security_obligations
